timestamp,power_consumption (Watts),voltage_levels (Volts),current_fluctuations (Amperes),temperature (Celsius),environmental_conditions,current_fluctuations_env (Amperes),fault_type
5,175.72,225.47,1.88,28.44,1,0.18,0.0
21,178.42,216.92,4.24,12.78,1,2.9,0.0
19,183.22,224.21,3.73,26.09,2,3.68,0.0
7,188.8,223.41,0.87,10.96,2,1.23,0.0
11,138.72,220.74,4.47,11.4,1,4.9,0.0
8,142.44,215.5,7.984897818736643,25.27,2,2.15,1.0
23,72.61,218.37,0.47,14.22,2,1.19,0.0
3,110.29,229.4,1.75,15.47,0,2.89,0.0
4,190.03,211.05,3.85,24.45,1,4.82,0.0
0,184.35,233.69,0.98,21.99,1,1.66,0.0
5,51.38,216.01,0.57,26.85,0,1.29,0.0
19,92.7,238.8,1.9,10.19,0,1.42,0.0
9,67.89,213.08,0.39,21.87,2,0.95,0.0
3,162.56,212.2,0.45,23.04,0,2.43,0.0
12,168.56,237.49,1.94,21.93,2,2.5,0.0
1,197.24,234.93,7.356419674992946,15.09,2,3.86,1.0
8,81.31,238.33,0.1,29.31,2,0.75,0.0
10,172.92,218.28,1.75,14.34,0,2.93,0.0
13,111.35,225.72,0.67,10.52,1,0.76,0.0
14,186.69,210.58,3.27,17.69,2,3.36,0.0
3,138.3,216.7,4.24,19.84,1,4.11,0.0
14,110.9,239.54,3.85,29.32,1,2.57,0.0
14,121.05,232.66,8.796113721527917,29.28,2,1.62,1.0
8,81.6,226.37,0.9,16.95,0,4.66,0.0
6,71.91,228.97,2.96,12.41,0,1.63,0.0
3,118.24,232.43,1.41,10.4,1,2.71,0.0
14,193.49,221.74,2.1,29.38,2,3.47,0.0
22,157.88,226.88,4.87,23.78,0,4.48,0.0
23,154.91,232.05,1.45,16.07,1,3.91,0.0
20,59.5,239.58,0.16,23.25,0,1.86,0.0
6,155.72,219.27,1.58,11.21,1,3.43,0.0
15,135.17,220.48,3.53,20.75,2,2.35,0.0
21,145.91,236.19,2.05,13.39,2,3.78,0.0
10,174.87,236.42,3.03,27.21,2,0.08,0.0
14,96.61,236.11,0.85,17.05,1,3.87,0.0
0,137.95,212.32,1.29,11.88,1,1.58,0.0
9,181.28,220.42,2.81,18.67,0,2.29,0.0
10,195.44,218.88,6.607992494872708,18.4,2,0.31,1.0
5,134.75,224.05,4.44,25.33,1,4.06,0.0
18,57.73,238.76,1.39,27.47,1,1.94,0.0
15,67.87,212.41,0.78,15.0,2,2.44,0.0
19,155.22,239.59,2.21,20.36,0,2.61,0.0
18,130.92,225.53,2.3446698102875363,10.03,2,0.49,1.0
16,90.78,225.29,0.88,26.12,1,4.44,0.0
18,177.69,223.0,3.79,11.95,1,0.2,0.0
9,162.99,222.76,4.98,11.95,0,4.28,0.0
7,122.0,234.81,4.09,28.32,0,1.49,0.0
18,192.47,214.55,0.41,18.63,0,4.14,0.0
8,121.01,234.88,5.83234350588821,14.19,2,4.74,1.0
13,184.74,219.13,2.5,18.45,1,0.86,0.0
5,103.72,215.79,1.02,13.74,1,2.45,0.0
17,169.69,227.07,4.47,22.73,2,3.45,0.0
14,86.78,233.04,0.06,14.34,1,0.33,0.0
7,167.03,232.68,4.07,10.09,1,2.51,0.0
7,148.03,214.38,0.93,14.09,1,1.19,0.0
9,83.98,221.85,3.27,18.76,2,3.88,0.0
17,157.89,213.8,0.24,27.56,2,0.4,0.0
4,72.25,210.66,3.14,21.65,2,4.93,0.0
16,183.04,222.33,1.86,15.94,2,0.76,0.0
2,136.77,239.63,1.86,19.15,0,1.62,0.0
7,77.43,214.29,4.73,29.74,0,0.22,0.0
6,72.55,222.71,0.93,17.28,1,0.65,0.0
8,118.48,218.15,1.76,11.89,0,2.14,0.0
23,148.94,235.7,0.38,19.26,0,4.95,0.0
20,128.48,237.73,4.13,26.88,1,3.37,0.0
2,95.69,211.07,4.68,21.72,0,1.49,0.0
19,129.0,237.8,0.16,25.47,2,0.26,0.0
10,55.72,222.89,0.32,25.78,1,2.65,0.0
9,54.36,211.22,3.06,26.12,2,2.19,0.0
22,133.19,233.99,3.05,14.5,0,3.07,0.0
18,144.24,232.02,3.1,29.38,2,0.99,0.0
11,192.66,226.15,3.36,11.99,2,1.9,0.0
9,184.59,210.63,4.29,28.39,1,1.77,0.0
22,131.64,238.69,4.43,13.39,1,2.37,0.0
5,165.5,239.07,3.87,14.87,1,0.2,0.0
3,197.82,220.21,1.56,28.12,0,2.93,0.0
0,82.23,236.67,4.97,11.73,1,4.31,0.0
10,108.58,225.72,4.57,29.47,2,1.31,0.0
22,81.93,212.42,2.81,10.27,1,2.06,0.0
14,61.01,222.16,0.2,26.7,1,1.05,0.0
9,99.25,236.1,3.73,14.38,2,0.36,0.0
3,157.35,221.72,3.83,18.91,1,1.73,0.0
23,117.68,232.46,4.51,11.0,0,2.62,0.0
16,54.93,224.05,4.43,17.23,2,4.66,0.0
0,104.12,234.79,2.26,20.47,1,4.91,0.0
8,180.11,219.81,4.504665916709183,21.96,2,0.92,1.0
5,112.49,220.61,2.62,21.99,0,2.83,0.0
4,111.06,224.96,2.67,23.19,1,0.21,0.0
0,197.76,236.68,3.86,18.23,2,0.92,0.0
7,128.27,214.22,1.1,19.64,1,0.21,0.0
12,119.38,222.57,3.9,17.1,0,4.91,0.0
13,77.12,227.73,0.45,24.68,2,4.97,0.0
8,172.87,226.67,2.42,26.7,0,4.68,0.0
5,90.76,233.04,4.26,25.58,0,3.16,0.0
11,130.39,236.56,1.26,17.62,1,3.89,0.0
13,123.91,236.68,1.73,17.39,0,4.44,0.0
13,90.98,222.27,3.5,22.77,1,2.66,0.0
2,165.26,232.74,3.09,25.74,1,1.67,0.0
3,182.19,228.45,4.11,20.93,1,1.09,0.0
12,130.34,214.11,2.69,12.92,1,2.77,0.0
0,147.31,221.71,2.49,27.51,2,0.54,0.0
11,168.76,215.12,0.18,13.71,0,3.83,0.0
2,110.77,236.18,2.62,10.45,0,3.58,0.0
23,105.72,234.88,0.95,26.14,0,3.29,0.0
17,78.91,219.08,0.66,17.66,0,1.02,0.0
2,146.6,239.84,0.06,20.82,0,2.87,0.0
10,187.13,225.18,2.72,19.43,2,1.34,0.0
7,58.4,222.26,0.26,21.01,2,1.54,0.0
20,130.04,214.03,4.66,27.89,1,0.95,0.0
10,101.52,228.4,0.48,17.09,2,1.26,0.0
4,187.33,235.58,2.9,20.41,2,4.65,0.0
2,189.86,239.08,4.254303429829535,13.21,2,3.38,1.0
23,52.77,211.86,4.44,27.38,2,1.79,0.0
23,183.66,227.81,4.03,18.55,1,0.57,0.0
15,115.06,223.72,2.75,12.11,2,4.96,0.0
1,86.62,215.96,2.63,20.74,2,2.2,0.0
1,165.78,225.5,3.05,24.47,2,0.13,0.0
11,118.81,239.45,1.0,11.31,2,4.3,0.0
17,180.27,224.16,2.57,26.72,0,3.69,0.0
6,181.93,227.4,2.22,25.5,2,3.7,0.0
21,130.72,212.62,8.518702185506315,19.11,0,1.82,1.0
0,159.58,238.96,4.05,28.81,2,0.7,0.0
5,60.68,226.73,1.45,26.56,0,3.36,0.0
2,116.49,223.4,1.81,10.34,0,2.61,0.0
23,126.15,230.77,3.15,26.08,1,2.26,0.0
18,127.86,234.31,2.14,24.03,2,2.17,0.0
15,112.66,232.81,0.87,16.77,2,1.12,0.0
19,103.87,216.91,2.9,25.96,2,3.93,0.0
6,104.68,239.66,2.97,17.99,0,4.18,0.0
12,159.48,232.48,0.98,19.37,2,4.31,0.0
14,125.61,230.5,2.94,26.85,2,1.42,0.0
10,136.32,213.7,3.45,24.64,1,0.21,0.0
4,151.37,222.44,0.62,18.4,0,0.97,0.0
4,112.33,221.53,3.69,25.48,0,3.04,0.0
1,192.0,237.62,3.42,19.36,0,0.46,0.0
6,168.61,212.26,0.34,20.75,0,0.8,0.0
9,51.16,222.69,0.69,13.21,1,0.38,0.0
12,80.76,231.46,4.04,19.05,1,2.53,0.0
22,54.9,212.08,1.29,20.88,1,3.7,0.0
21,140.75,221.76,0.59,25.62,2,1.82,0.0
2,160.41,225.39,3.69,28.15,2,4.61,0.0
19,80.16,213.73,1.73,12.75,0,4.99,0.0
2,57.38,223.23,2.26,16.01,1,2.86,0.0
2,72.5,233.52,1.66,21.83,2,3.58,0.0
20,183.36,235.07,3.04,17.77,0,2.52,0.0
11,165.31,236.33,0.52,17.7,0,3.88,0.0
17,114.75,219.97,2.06,22.06,1,5.0,0.0
11,80.79,230.86,3.71,15.18,0,1.72,0.0
19,198.57,221.23,3.8,19.05,0,3.97,0.0
0,87.66,224.99,3.73,21.25,0,0.42,0.0
13,77.84,216.58,1.29,21.31,1,2.52,0.0
15,80.47,212.03,0.86,29.69,1,2.34,0.0
13,180.1,235.46,2.56,24.13,2,0.96,0.0
13,153.26,218.17,4.16,11.67,0,3.87,0.0
0,64.99,236.44,1.52,23.09,1,2.44,0.0
20,104.95,229.36,4.74,10.83,2,4.59,0.0
14,141.36,234.22,1.92,19.44,2,4.34,0.0
2,137.39,214.3,2.23,17.1,0,2.48,0.0
15,180.55,233.28,0.42,27.81,1,2.36,0.0
20,161.58,214.2,3.35,14.73,0,2.19,0.0
15,52.53,214.55,0.46,14.79,0,0.5,0.0
4,153.79,210.87,3.09,12.81,2,4.73,0.0
13,189.96,216.77,3.07,10.56,0,4.66,0.0
1,128.45,211.3,1.71,11.54,0,1.96,0.0
10,150.49,224.1,1.92,12.38,2,1.22,0.0
5,134.08,235.99,4.41,11.4,2,2.1,0.0
10,82.5,234.82,3.35,27.89,1,0.29,0.0
20,139.54,227.07,0.18,20.27,0,3.05,0.0
2,78.69,218.2,6.227145298027565,19.37,2,4.29,1.0
11,125.59,230.42,1.24,22.01,0,1.29,0.0
21,127.08,210.32,3.37,18.47,1,2.55,0.0
13,82.12,226.55,4.9,11.47,0,1.42,0.0
1,131.44,229.11,2.61,18.68,0,0.96,0.0
5,123.23,222.04,3.98,25.27,1,0.67,0.0
0,130.91,235.82,0.49,14.81,0,2.03,0.0
0,72.14,220.47,4.15,27.85,0,0.93,0.0
7,142.95,237.52,2.32,12.07,0,2.29,0.0
13,106.37,227.33,2.19,10.35,2,4.97,0.0
9,131.53,224.21,4.77,13.12,1,0.95,0.0
1,171.2,217.82,4.0,15.43,1,0.17,0.0
12,177.2,237.61,2.25,20.73,0,3.71,0.0
11,154.65,230.74,1.63,25.71,1,4.5,0.0
16,60.15,239.8,3.49,13.25,0,0.06,0.0
19,75.69,235.15,3.868331607694405,14.66,2,3.79,1.0
1,167.41,232.38,0.25,27.85,0,1.14,0.0
15,133.01,229.33,0.84,29.52,0,2.44,0.0
10,58.65,238.12,2.93,23.98,2,2.63,0.0
3,175.21,210.99,1.34,19.39,1,0.38,0.0
23,155.89,221.81,1.36,10.07,0,3.6,0.0
3,123.3,229.33,4.59,17.63,2,3.83,0.0
22,139.65,237.81,1.99,16.38,1,4.44,0.0
4,57.39,214.09,0.41,26.86,2,0.05,0.0
19,179.25,223.54,0.02,18.03,2,0.93,0.0
10,143.66,230.38,2.44,10.81,1,3.28,0.0
22,176.31,231.61,7.116580351943888,14.01,0,4.44,1.0
12,52.01,235.3,4.71,23.11,1,1.16,0.0
19,171.29,237.61,2.14,17.3,1,4.01,0.0
21,129.42,230.53,3.11,13.06,0,4.22,0.0
21,162.94,214.54,2.0,19.66,2,1.78,0.0
20,98.32,230.59,1.08,24.19,1,4.68,0.0
20,134.78,228.34,0.34,27.29,0,1.43,0.0
6,142.26,239.37,2.98,24.49,2,2.23,0.0
0,59.05,233.93,0.17,24.01,2,0.11,0.0
19,120.17,219.34,2.19,17.18,2,2.83,0.0
3,85.69,239.66,2.5,13.88,2,2.39,0.0
12,179.96,210.65,3.4,20.96,0,0.85,0.0
23,172.62,221.07,1.47,26.56,2,3.19,0.0
15,184.74,228.9,3.7,26.73,1,0.27,0.0
23,166.41,228.41,4.557841605169667,20.17,2,0.41,1.0
4,153.07,224.96,0.95,21.05,1,2.04,0.0
18,108.51,234.29,2.04,10.53,0,0.29,0.0
7,176.65,232.98,4.776042301322202,19.57,2,0.93,1.0
18,166.72,236.82,3.62,19.3,2,0.43,0.0
9,58.54,221.23,2.32,22.18,0,0.03,0.0
14,198.46,220.92,4.24,20.7,0,0.65,0.0
11,169.63,231.29,2.64,20.29,0,0.44,0.0
9,148.38,237.34,0.47,15.27,2,4.51,0.0
19,92.65,229.62,2.67,21.93,1,2.08,0.0
7,95.0,211.46,3.72,24.92,2,3.35,0.0
3,146.55,217.31,0.11,26.17,1,2.46,0.0
23,96.03,213.06,0.31,16.98,0,4.02,0.0
8,187.81,236.9,4.6,28.15,0,2.64,0.0
19,82.91,233.94,1.07,15.34,0,1.17,0.0
6,127.25,219.65,0.77,19.06,2,4.37,0.0
17,135.58,236.35,0.98,13.34,0,2.88,0.0
22,80.96,226.53,0.55,15.78,1,1.04,0.0
6,81.51,233.52,3.43,23.62,1,2.76,0.0
23,134.54,232.07,1.35,17.06,0,4.36,0.0
15,96.33,226.39,3.51,30.0,0,2.18,0.0
19,114.21,235.28,4.03,24.62,2,2.32,0.0
2,98.59,228.26,4.38,27.68,1,0.54,0.0
6,114.25,223.94,4.89,23.56,2,2.04,0.0
21,53.91,226.96,0.48,26.69,2,3.76,0.0
1,119.08,222.88,4.49,15.77,0,1.25,0.0
0,106.8,230.85,4.09,20.88,1,0.16,0.0
6,173.0,210.28,0.02,25.19,2,3.81,0.0
20,168.35,237.9,0.59,14.64,2,4.52,0.0
4,177.85,231.23,3.11,19.92,1,1.49,0.0
3,67.89,222.27,0.14,14.22,2,2.16,0.0
8,64.91,235.65,0.0,27.65,2,0.1,0.0
19,60.69,237.66,0.25,19.59,0,3.62,0.0
15,108.99,216.52,3.8,25.69,0,4.61,0.0
19,106.42,225.19,1.82,15.14,2,3.76,0.0
22,100.95,222.84,2.02,24.25,2,4.59,0.0
15,150.01,224.15,3.9,22.82,2,0.3,0.0
6,64.35,211.14,2.28,26.52,1,1.57,0.0
0,107.62,237.28,4.18,23.3,0,1.33,0.0
11,67.56,210.48,0.54,15.85,0,2.76,0.0
6,59.6,214.09,0.91,22.64,0,3.08,0.0
5,132.61,217.52,1.86,11.93,0,1.13,0.0
18,184.66,239.39,3.24,28.34,0,3.21,0.0
9,54.98,239.9,0.49,23.65,1,1.26,0.0
23,108.8,229.38,2.18,15.01,0,1.67,0.0
19,101.23,238.78,3.99,19.17,0,1.0,0.0
15,171.65,214.72,3.445360005902331,17.32,2,4.4,1.0
7,66.8,214.23,6.450381504574308,27.72,2,1.17,1.0
4,190.3,211.95,0.96,11.37,0,4.34,0.0
8,88.71,212.19,3.65,15.98,1,2.26,0.0
16,183.78,227.29,4.67,16.46,0,1.83,0.0
15,56.82,227.68,3.61,25.47,1,0.75,0.0
13,116.62,215.31,3.31,13.16,1,4.52,0.0
15,84.6,218.74,4.25,19.17,2,0.12,0.0
21,61.53,234.0,4.63,27.49,0,1.71,0.0
10,98.87,211.05,3.26,20.7,2,2.3,0.0
8,186.14,215.04,0.05,11.47,1,1.12,0.0
1,54.99,225.09,1.57,13.61,0,3.75,0.0
8,80.67,230.63,1.75,20.24,2,4.67,0.0
23,152.04,236.72,0.21,11.43,0,1.63,0.0
18,84.92,217.95,1.11,13.92,0,0.65,0.0
18,168.45,213.14,4.18,18.16,2,1.31,0.0
0,136.36,234.67,3.89,27.8,2,4.64,0.0
16,85.72,222.72,0.07,27.59,2,0.77,0.0
8,179.22,219.88,1.84,10.78,1,1.63,0.0
12,183.25,210.77,2.03,10.63,1,1.85,0.0
1,75.9,217.57,4.39,18.72,2,1.37,0.0
18,123.72,233.16,4.74,12.32,2,1.67,0.0
11,97.93,214.54,4.05,25.2,0,2.42,0.0
13,130.67,211.79,2.78,25.83,0,2.87,0.0
20,89.8,230.03,1.81,20.9,1,2.44,0.0
21,107.18,231.57,4.42,10.1,0,4.67,0.0
6,126.73,231.02,4.28,19.34,1,4.17,0.0
9,128.82,219.94,8.495945399715001,16.39,2,3.72,1.0
15,141.28,221.8,4.82,21.43,1,4.69,0.0
23,51.14,227.18,3.59,24.9,1,4.52,0.0
1,118.97,216.31,4.33,18.36,0,3.75,0.0
10,184.32,211.06,4.32,17.2,2,3.2,0.0
0,188.33,214.55,2.83,25.29,2,3.79,0.0
12,128.84,228.74,3.79,26.82,2,3.81,0.0
8,103.1,239.9,4.55334886372153,10.49,2,1.81,1.0
8,68.22,218.45,0.27,23.77,1,0.37,0.0
19,80.49,212.79,0.32,15.36,1,2.86,0.0
7,194.7,236.27,6.609179950385917,13.52,2,1.32,1.0
14,166.77,212.09,2.78,14.96,0,1.22,0.0
9,198.61,232.7,4.18,21.44,0,4.36,0.0
14,181.96,239.39,2.47,17.81,1,2.36,0.0
4,177.91,229.36,0.22,20.84,1,0.09,0.0
14,166.78,219.85,2.36,25.97,0,0.23,0.0
21,182.59,238.11,1.7,15.94,0,1.17,0.0
6,174.52,230.39,1.18,17.54,0,2.53,0.0
12,129.22,236.66,1.9,28.17,0,2.21,0.0
20,161.96,237.91,4.54,11.14,1,1.03,0.0
18,121.54,222.95,3.2,28.89,1,0.56,0.0
15,117.78,215.77,4.47,29.29,2,2.39,0.0
15,65.6,233.56,8.41749566934812,17.09,0,4.44,1.0
6,60.08,217.58,0.99,20.84,2,3.01,0.0
4,141.29,221.65,2.11,26.68,2,2.38,0.0
4,73.62,235.68,4.55,18.99,1,1.4,0.0
23,133.91,211.37,4.66,22.56,0,4.97,0.0
7,130.6,231.3,4.615542884557672,22.63,2,3.82,1.0
8,191.8,214.31,4.52,11.67,1,4.11,0.0
16,72.79,211.14,3.6,15.61,1,3.57,0.0
20,140.65,219.08,1.0,20.85,2,2.2,0.0
15,108.52,230.18,3.45,10.92,2,1.69,0.0
2,139.9,215.61,3.91,29.12,0,2.9,0.0
21,152.3,220.12,1.91,24.69,0,4.64,0.0
12,144.35,233.7,0.86,14.24,2,2.66,0.0
17,76.48,229.05,1.46,25.83,1,4.04,0.0
5,52.59,219.61,0.98,26.26,1,4.22,0.0
9,88.79,219.77,1.18,28.17,1,2.51,0.0
18,148.42,222.46,3.16,17.72,0,1.7,0.0
17,145.17,227.73,1.47,12.99,2,1.84,0.0
19,112.28,228.86,4.57,10.72,1,1.22,0.0
5,79.06,225.07,2.15,24.58,2,1.21,0.0
20,139.17,236.52,4.55,29.18,2,3.87,0.0
8,78.04,229.11,3.73,28.55,2,3.23,0.0
2,195.54,220.34,1.75,20.86,2,1.92,0.0
8,50.21,231.95,3.76,24.94,1,1.73,0.0
8,163.32,210.29,4.8,20.31,0,4.92,0.0
17,58.7,227.51,1.75,26.87,1,1.81,0.0
9,88.15,222.96,0.28,21.76,0,3.78,0.0
9,112.0,222.61,0.44,14.04,2,0.77,0.0
11,122.25,225.88,4.74,11.46,2,3.0,0.0
11,128.97,225.49,8.386814522902577,14.11,2,0.2,1.0
9,101.77,210.53,1.26,16.19,0,3.08,0.0
18,75.89,222.39,2.41,19.18,1,4.87,0.0
12,56.83,238.53,2.91,25.91,0,2.15,0.0
2,118.08,236.38,4.48,14.77,2,1.0,0.0
11,124.44,237.01,1.61,23.04,1,3.54,0.0
3,155.61,230.48,4.430501099689089,17.9,2,1.27,1.0
22,153.89,212.8,4.69,26.53,1,4.29,0.0
20,186.0,222.26,4.23,13.16,2,0.11,0.0
22,167.73,212.24,4.94,23.5,2,3.77,0.0
8,86.87,230.22,0.22,26.76,0,0.85,0.0
23,85.63,220.27,2.84,15.7,1,1.89,0.0
17,172.34,215.38,0.41,16.57,0,2.12,0.0
15,147.14,238.99,2.55,29.74,1,1.51,0.0
9,180.88,226.41,2.4,28.49,1,3.6,0.0
10,144.79,223.17,3.4,12.17,0,4.81,0.0
19,162.52,228.94,1.58,13.22,0,2.05,0.0
9,117.59,232.76,2.73,23.03,2,2.58,0.0
3,198.78,211.64,2.46,11.83,0,0.8,0.0
2,107.46,214.67,4.82,28.94,2,1.68,0.0
12,145.96,226.01,4.08,22.55,2,0.0,0.0
23,141.2,239.9,1.49,16.49,1,0.91,0.0
10,184.38,232.33,0.53,29.64,1,3.65,0.0
19,172.68,221.23,4.24,13.26,2,1.35,0.0
17,56.5,220.93,1.9,26.11,2,3.27,0.0
3,115.51,229.56,0.26,13.61,0,3.13,0.0
4,146.21,233.22,2.01,24.45,1,3.42,0.0
3,128.48,220.39,6.347696361693067,14.64,0,0.24,1.0
7,173.4,229.45,1.45,26.91,2,2.47,0.0
3,124.75,239.3,4.74,17.17,1,0.7,0.0
15,98.85,210.91,0.1,17.91,0,4.71,0.0
3,180.7,225.34,2.83,10.12,2,1.08,0.0
9,96.61,239.97,3.74,22.29,2,2.12,0.0
6,142.72,220.25,0.14,17.9,2,4.65,0.0
9,143.95,212.52,4.42,15.38,2,1.22,0.0
8,150.05,212.39,4.26,11.11,0,0.74,0.0
13,189.06,217.87,1.16,15.95,1,2.21,0.0
1,174.96,226.13,2.58,28.1,1,3.95,0.0
3,186.36,216.55,2.62,26.85,1,0.56,0.0
5,169.2,215.49,4.04,22.24,2,0.97,0.0
6,121.0,230.46,3.17,18.54,0,4.5,0.0
4,127.89,225.18,3.895034080309663,28.44,2,0.89,1.0
16,170.54,216.46,2.64,14.81,0,3.8,0.0
21,134.65,235.68,4.47,22.97,1,3.63,0.0
8,132.38,221.53,3.24,28.17,2,2.08,0.0
22,97.16,221.65,2.18,11.47,1,2.49,0.0
3,124.15,227.65,1.81,22.26,1,4.39,0.0
23,154.99,234.84,3.96,27.65,2,4.84,0.0
8,115.86,238.51,3.62,11.41,1,3.41,0.0
11,153.01,237.18,1.86,21.7,1,0.06,0.0
21,99.81,211.87,2.61,26.35,1,1.03,0.0
21,54.7,213.2,2.75,21.83,0,0.14,0.0
3,55.58,235.66,4.53,27.01,2,4.12,0.0
9,161.74,229.0,3.39,26.13,1,3.31,0.0
20,116.91,219.36,1.34,18.63,1,1.89,0.0
16,145.0,234.39,1.49,14.27,0,3.33,0.0
7,161.57,227.73,6.3805776627027,18.55,0,4.86,1.0
6,88.09,216.9,3.06,20.46,2,0.04,0.0
10,174.51,231.12,3.31,11.38,2,1.81,0.0
21,190.31,235.88,1.43,13.14,0,2.25,0.0
16,55.69,238.58,3.32,28.83,1,1.0,0.0
1,56.1,224.65,2.25,16.63,2,4.79,0.0
14,173.39,229.85,0.81,24.69,1,3.64,0.0
5,113.76,237.74,0.83,15.35,2,0.32,0.0
10,169.32,228.65,1.57,13.28,2,0.2,0.0
17,75.01,223.6,1.24,15.18,1,4.38,0.0
11,68.03,236.11,9.57485688443342,11.58,2,1.75,1.0
6,80.31,236.69,4.56,22.16,2,3.83,0.0
23,160.99,229.85,4.14,23.71,2,2.67,0.0
22,190.6,214.96,3.25,14.88,0,4.52,0.0
19,64.92,229.68,3.96,17.1,1,4.77,0.0
18,97.56,226.08,3.31,24.07,1,0.68,0.0
12,171.94,230.36,4.45,18.99,0,4.47,0.0
11,169.55,228.28,0.58,15.83,0,4.84,0.0
10,97.91,212.8,3.54,24.68,0,1.43,0.0
6,94.65,224.07,4.671289306005933,25.79,2,1.59,1.0
19,170.39,229.84,1.62,20.33,2,2.22,0.0
21,196.6,227.63,2.55,20.46,2,1.08,0.0
16,157.81,212.54,2.87,21.42,1,4.57,0.0
18,128.93,214.11,2.86,11.83,1,1.02,0.0
16,54.67,225.4,0.42,19.39,1,4.66,0.0
5,157.96,212.32,1.12,23.47,1,4.47,0.0
6,54.94,234.37,2.81,20.92,2,4.79,0.0
5,162.15,235.5,1.77,21.09,0,3.08,0.0
1,98.24,227.11,1.18,12.87,1,1.87,0.0
4,160.89,237.49,2.29,22.86,1,0.52,0.0
1,185.67,227.06,3.9,25.89,2,1.28,0.0
5,129.38,238.81,3.3517313241620665,23.66,2,4.81,1.0
1,179.22,238.01,3.74,14.63,1,1.67,0.0
19,55.37,234.94,4.25,22.65,0,1.76,0.0
3,61.52,232.59,3.63,28.25,2,3.65,0.0
13,174.3,232.38,3.15,18.54,2,4.51,0.0
23,147.65,221.95,0.42,15.81,0,2.72,0.0
14,91.35,216.64,6.093104454027975,13.4,2,4.0,1.0
18,136.08,214.42,1.62,18.2,2,4.04,0.0
13,165.52,216.69,3.08,14.87,0,4.94,0.0
9,192.82,226.9,3.49,26.03,2,3.6,0.0
14,154.97,238.76,2.98,22.73,1,4.25,0.0
18,150.48,231.99,1.17,17.43,1,0.74,0.0
20,125.86,223.67,4.99,22.22,2,3.93,0.0
14,145.11,227.67,4.58,27.97,2,4.85,0.0
19,150.11,239.16,4.16,15.42,2,2.14,0.0
15,85.76,210.13,0.94,10.08,1,3.6,0.0
0,113.83,219.38,3.81,26.65,2,4.88,0.0
22,198.77,210.03,0.99,13.77,1,3.59,0.0
13,162.62,214.32,3.11,11.61,1,3.47,0.0
14,169.72,225.77,0.46,21.66,2,3.06,0.0
2,159.31,232.84,3.85,23.27,2,1.08,0.0
22,110.64,233.28,4.77,11.58,2,2.68,0.0
6,96.88,216.76,2.53,22.12,0,0.05,0.0
9,167.03,234.6,4.83,13.61,2,2.97,0.0
13,113.99,220.04,2.83,25.65,1,0.12,0.0
21,195.41,234.3,3.76,25.21,2,1.95,0.0
23,87.16,222.26,2.58,24.92,0,0.61,0.0
2,83.24,221.39,1.8,17.83,2,3.97,0.0
9,98.62,225.06,3.12,14.64,1,3.59,0.0
1,132.07,223.4,7.733146206100111,14.87,2,4.42,1.0
0,141.38,236.25,4.09,22.03,0,3.77,0.0
13,115.0,226.42,0.31,11.8,1,4.15,0.0
17,58.95,215.08,3.98,10.02,2,1.41,0.0
1,137.61,227.86,3.89,20.12,2,2.55,0.0
0,50.53,228.4,0.15,20.08,1,4.02,0.0
23,132.49,218.09,3.93,15.39,1,3.67,0.0
2,141.54,215.1,4.53,14.01,2,4.95,0.0
4,168.85,217.7,6.311977310953747,23.18,2,2.2,1.0
9,90.2,221.8,1.4,14.56,2,4.03,0.0
19,145.73,226.96,1.13,28.36,0,0.96,0.0
17,103.88,224.4,4.83,14.84,0,3.61,0.0
9,163.27,216.63,2.5,17.0,0,3.86,0.0
7,181.79,233.51,2.04,29.64,0,1.9,0.0
19,145.79,214.83,4.9,24.08,1,3.77,0.0
6,59.87,232.9,3.87,23.44,1,1.46,0.0
6,123.45,213.31,2.36,14.88,1,1.75,0.0
18,130.25,228.85,4.61,13.57,2,1.48,0.0
9,91.83,237.71,4.98,22.0,0,0.17,0.0
13,62.24,224.45,2.03,22.12,1,2.19,0.0
23,73.51,226.22,0.49,16.37,2,2.64,0.0
16,191.99,221.74,0.32,17.76,2,0.73,0.0
14,84.5,228.54,0.34,19.29,2,3.05,0.0
9,113.28,210.57,4.93,17.34,0,3.89,0.0
20,98.85,224.25,1.94,16.85,2,0.11,0.0
10,177.58,237.95,4.65,10.16,2,4.61,0.0
16,58.16,217.97,2.57,19.6,2,3.02,0.0
13,141.43,230.45,2.53,23.88,2,0.86,0.0
23,177.89,214.2,2.0,11.51,2,2.73,0.0
7,150.46,238.24,3.7,20.82,2,4.66,0.0
18,133.23,231.67,4.52,27.68,2,2.54,0.0
13,146.47,221.83,2.34,28.13,2,4.65,0.0
2,166.86,226.86,4.97,19.11,2,3.57,0.0
8,168.89,224.82,4.28,20.92,0,2.06,0.0
8,63.27,231.89,3.01,23.23,2,4.49,0.0
16,125.17,221.07,0.53,24.64,1,1.61,0.0
7,89.8,229.57,2.8,17.25,2,3.21,0.0
12,90.68,233.84,1.15,13.18,2,3.91,0.0
21,121.27,222.65,2.22,10.91,0,1.81,0.0
22,161.95,224.91,2.31,22.79,1,2.28,0.0
15,118.67,210.49,0.87,19.77,1,4.11,0.0
17,61.77,231.59,1.74,29.9,1,1.51,0.0
18,85.81,227.04,4.18,13.85,0,3.55,0.0
22,59.21,237.57,0.41,28.28,1,2.45,0.0
