timestamp,power_consumption (Watts),voltage_levels (Volts),current_fluctuations (Amperes),temperature (Celsius),environmental_conditions,current_fluctuations_env (Amperes),fault_type
20:19:38,103.76,218.95,2.08,18.19,2,1.19,0
06:09:07,63.77,213.26,3.0,17.94,2,4.51,0
14:06:13,119.56,225.1,4.64,20.03,1,2.51,0
08:27:15,104.47,231.31,1.96,21.77,1,2.24,0
16:37:53,129.31,234.81,2.07,14.6,1,2.85,0
18:48:47,190.63,230.8,1.54,29.26,2,1.71,0
17:23:50,197.49,215.76,5.0,11.52,2,3.57,0
21:20:06,161.07,230.39,3.89,19.44,1,0.27,0
17:20:34,103.66,229.27,3.23,13.9,1,1.27,0
13:39:05,123.0,231.86,4.26,11.73,0,4.63,0
11:29:08,189.16,210.24,2.53,21.74,0,2.77,0
20:55:37,142.37,225.1,1.47,11.91,1,1.04,0
13:04:38,82.14,215.69,4.93,20.81,1,0.95,0
17:57:51,74.87,235.85,3.0,12.3,0,4.43,0
03:29:36,76.48,219.22,1.35,15.66,1,4.85,0
07:50:07,193.33,232.67,4.12,20.65,0,3.29,0
01:31:00,121.72,218.29,1.57,17.21,2,1.7,0
19:05:03,129.97,217.43,2.58,28.32,0,2.03,0
16:53:23,83.4,220.41,4.38,28.83,1,4.43,0
21:06:34,79.62,228.48,2.17,23.33,1,4.87,0
21:07:20,161.82,216.24,0.07,21.4,0,4.07,0
12:56:01,115.02,227.08,2.11,20.28,1,4.42,0
09:15:06,121.72,210.22,4.0,22.35,2,3.65,0
12:37:06,185.16,218.59,2.52,22.05,2,1.73,0
08:21:51,130.02,227.83,0.61,22.04,1,0.21,0
14:47:47,188.48,235.91,0.97,21.88,2,3.01,0
04:24:14,164.6,218.57,1.18,26.05,2,3.77,0
16:16:22,80.51,236.08,0.67,12.18,1,1.76,0
04:54:51,182.98,230.86,1.97,13.15,0,3.57,0
04:35:52,139.87,239.63,3.83,12.04,1,3.64,0
20:01:40,88.62,238.86,0.1,14.77,1,2.49,0
10:51:41,61.86,220.32,2.49,18.94,1,2.3,0
03:40:05,181.85,225.16,4.71,12.95,2,1.4,0
05:58:31,148.48,218.49,1.74,28.02,1,2.69,0
08:19:04,100.2,233.3,0.35,21.27,2,0.5,0
14:12:57,76.53,211.87,4.51,10.96,2,2.58,0
00:33:30,83.75,221.51,2.47,19.0,1,3.74,0
16:46:44,186.78,219.01,0.12,27.88,2,4.89,0
16:10:27,115.0,223.67,0.72,19.51,2,1.52,0
20:27:14,199.16,215.55,1.89,22.33,1,1.73,0
04:34:26,121.16,239.2,2.54,28.21,2,0.22,0
12:47:11,67.97,238.34,0.64,24.73,1,2.23,0
06:01:31,111.01,229.78,3.64,28.64,1,1.28,0
04:07:23,154.71,220.27,3.59,12.84,2,2.29,0
13:42:13,77.54,220.09,3.58,14.67,2,3.42,0
22:16:15,58.23,213.91,3.94,23.12,0,1.43,0
23:35:38,119.96,226.36,2.99,19.01,0,2.33,0
12:21:56,89.86,239.57,4.53,20.55,1,0.17,0
00:06:06,75.26,235.62,4.65,13.23,2,3.67,0
02:39:15,55.0,237.07,2.87,20.47,0,3.53,0
13:59:07,198.25,215.17,0.67,15.9,1,4.52,0
17:48:57,111.72,233.8,1.01,19.87,1,0.64,0
01:33:05,161.47,236.57,0.62,21.72,1,3.06,0
15:21:14,90.86,210.68,1.28,21.69,2,0.98,0
12:40:21,141.15,222.3,6.341580640938592,10.48,0,0.01,1
02:56:15,168.4,229.01,0.17,29.37,2,0.91,0
15:18:23,91.34,234.28,0.95,18.02,1,4.32,0
15:43:28,145.59,219.06,3.22,26.25,2,2.02,0
03:04:47,135.75,239.64,4.82,20.18,1,0.48,0
11:52:50,155.1,218.06,3.35,17.04,1,3.59,0
07:44:15,119.84,238.01,2.95,23.2,0,0.1,0
23:04:51,169.52,231.86,2.94,18.25,1,0.26,0
11:50:46,52.77,211.4,4.79,16.46,1,3.5,0
18:07:22,146.68,235.92,0.3,12.01,2,2.8,0
07:57:16,104.21,239.49,0.46,19.28,1,0.29,0
21:39:01,146.12,230.5,4.92,20.92,2,3.76,0
05:23:00,107.32,215.13,2.15,18.38,0,2.1,0
03:39:34,154.31,222.18,4.77,29.65,1,2.62,0
15:51:12,133.77,222.23,1.78,29.71,2,0.2,0
01:39:16,111.51,214.54,3.63,13.89,0,4.42,0
14:07:43,189.96,233.31,1.44,19.37,0,0.34,0
19:11:11,148.85,213.76,3.26,23.43,2,1.62,0
02:51:51,192.3,233.37,2.48,28.37,0,4.28,0
06:02:51,153.83,214.59,2.49,27.29,0,3.04,0
01:40:53,129.58,228.9,1.53,25.91,0,1.61,0
23:13:02,60.72,216.04,2.04,28.16,0,2.08,0
07:43:21,63.47,215.89,2.72,13.55,1,0.32,0
03:49:42,157.22,233.53,4.25,26.88,0,1.9,0
22:32:04,160.17,227.51,0.12,18.03,0,0.26,0
02:15:33,60.87,222.94,3.0,25.94,1,0.26,0
15:23:20,112.68,239.31,0.6,18.01,0,1.38,0
20:20:15,70.11,235.17,3.49,18.23,2,1.85,0
22:16:44,98.34,214.24,4.7,20.3,0,3.71,0
18:16:49,154.17,218.55,2.8,22.04,0,1.76,0
20:45:14,150.61,233.72,1.82,10.3,2,1.75,0
10:04:07,67.52,214.67,1.83,14.15,2,4.67,0
06:46:52,147.92,225.55,0.05,12.07,1,3.94,0
23:26:18,108.46,211.36,4.13,16.05,2,1.93,0
20:00:46,196.16,210.47,3.61,28.98,0,0.32,0
14:47:02,179.91,222.49,4.39,16.17,1,4.91,0
21:31:54,147.06,228.81,4.03,18.73,0,1.29,0
03:46:40,89.44,219.92,3.09,26.77,0,2.5,0
04:02:27,110.52,233.82,1.45,23.78,0,0.53,0
22:29:54,134.19,239.31,3.16,21.82,1,1.9,0
02:13:53,144.63,210.39,2.79,11.38,2,1.1,0
02:56:49,134.47,230.04,6.197223823233694,18.38,0,2.49,1
09:45:07,52.64,223.41,0.07,16.38,2,2.6,0
19:54:38,61.99,224.56,4.62,23.71,1,3.91,0
07:15:07,96.2,210.03,4.87,10.52,2,0.76,0
02:28:48,186.23,215.38,1.19,18.53,2,1.47,0
04:39:57,76.45,215.08,3.36,10.24,2,4.03,0
14:00:48,132.06,226.99,2.69,20.71,1,0.99,0
18:37:28,92.48,224.63,3.39,15.44,1,4.03,0
06:39:29,78.81,220.63,2.08,13.73,2,4.53,0
01:07:21,152.23,212.76,3.56,20.96,1,2.62,0
04:18:14,198.47,228.55,4.48,28.27,0,0.51,0
00:58:13,51.25,223.06,3.85,26.48,0,3.94,0
07:44:26,117.09,232.5,7.454256151665986,16.28,0,0.84,1
17:02:33,151.56,227.04,1.07,15.53,1,3.54,0
19:42:32,194.39,238.35,2.6,27.73,2,0.15,0
02:57:58,86.03,220.42,1.0,18.49,1,1.65,0
05:08:58,130.18,234.44,4.91,15.03,2,0.53,0
08:35:45,162.44,239.21,2.41,29.25,1,0.17,0
17:34:22,55.36,238.8,7.023259203784519,13.77,0,1.82,1
18:41:36,155.4,235.26,0.41,23.13,2,2.38,0
02:59:29,139.64,225.26,2.25,14.11,0,2.36,0
01:20:37,78.45,211.34,1.87,10.5,1,2.81,0
06:30:27,73.84,226.82,1.29,14.46,1,4.47,0
07:54:17,80.49,221.3,0.85,15.68,1,1.47,0
00:14:55,99.02,229.23,3.71,20.21,2,3.05,0
10:57:35,171.99,239.99,2.28,28.73,0,2.45,0
01:06:49,167.3,227.2,4.42,18.97,1,3.48,0
10:34:05,119.95,235.71,4.97,14.87,2,2.37,0
23:13:23,62.19,214.23,4.65,20.87,2,1.98,0
18:00:52,70.88,219.55,4.31,10.74,1,4.17,0
14:39:57,143.15,211.21,3.01,18.52,1,4.21,0
05:58:40,186.08,218.59,3.92,16.2,0,1.48,0
03:02:56,78.9,230.35,1.31,19.3,2,4.06,0
05:44:33,168.79,235.66,0.81,21.74,1,4.57,0
22:24:12,56.31,233.84,1.23,23.39,1,3.59,0
22:08:32,188.84,225.26,4.24,10.91,2,2.1,0
09:01:34,195.29,223.36,2.86,11.62,1,1.42,0
17:15:19,55.95,214.13,3.17,25.27,0,4.35,0
22:39:21,87.72,219.99,2.85,11.67,0,4.03,0
10:36:57,122.49,238.97,0.59,12.67,2,1.74,0
22:24:46,81.01,230.9,7.443694444097935,11.8,2,1.21,1
12:22:59,176.35,221.91,0.06,14.26,0,0.18,0
21:01:40,163.87,230.04,0.96,29.66,0,0.89,0
14:40:05,165.76,239.05,3.63,23.32,1,4.52,0
08:35:17,90.37,218.31,3.21,27.64,2,3.09,0
05:04:53,196.56,216.69,4.13,28.55,1,2.14,0
12:41:31,194.3,216.06,4.76,28.06,0,0.33,0
04:28:37,128.2,225.87,0.28,10.79,1,0.03,0
19:00:31,128.68,223.91,4.7,16.85,2,3.29,0
19:47:30,51.13,229.91,4.57,17.1,1,1.57,0
22:07:53,143.9,219.86,2.01,15.46,0,1.72,0
15:03:29,151.91,237.67,2.92,10.2,1,1.32,0
18:58:52,192.84,237.31,0.58,28.17,0,4.82,0
19:24:23,98.69,231.03,2.8,16.74,0,0.77,0
04:35:02,119.94,232.84,2.72,13.62,1,1.35,0
23:17:11,135.17,230.78,2.54,22.4,2,3.95,0
15:02:55,131.81,239.32,1.18,28.39,0,1.24,0
08:40:17,129.75,223.68,1.86,29.25,2,1.36,0
21:39:56,151.23,234.12,0.99,29.46,2,2.73,0
02:59:45,187.17,229.92,3.25,16.91,1,3.85,0
19:56:07,54.47,226.67,0.16,16.14,1,0.48,0
23:06:29,186.74,228.85,3.34,27.02,2,3.67,0
17:54:25,68.63,228.53,4.89,14.28,2,3.1,0
02:21:40,159.38,220.27,1.4,28.56,0,1.37,0
22:34:57,130.57,216.45,4.98,25.39,0,2.84,0
10:15:10,108.77,234.25,3.8,28.02,0,0.67,0
01:06:31,153.62,229.43,3.99,10.49,2,4.13,0
01:06:10,98.52,232.45,1.57,26.91,1,2.19,0
05:12:12,117.39,233.16,2.48,15.33,1,4.98,0
23:27:54,108.01,226.95,1.43,23.78,1,0.37,0
01:59:28,168.61,231.54,1.07,15.97,1,4.04,0
17:01:25,166.0,234.41,1.61,29.39,2,3.58,0
12:28:29,62.21,237.4,2.02,19.05,1,3.92,0
20:01:30,146.6,223.13,1.3,20.34,2,2.9,0
01:31:15,144.64,228.15,3.09,19.51,2,2.81,0
18:07:15,93.3,214.75,3.03,10.94,2,0.33,0
17:34:00,87.1,215.83,1.87,17.43,1,0.58,0
14:26:57,54.6,233.93,1.51,14.39,0,4.02,0
12:43:37,55.89,218.54,1.31,15.26,0,0.06,0
04:16:34,190.2,235.92,2.07,18.91,0,2.62,0
07:48:27,121.75,233.37,2.44,13.78,1,0.58,0
01:35:33,165.25,237.76,4.57,21.03,1,0.4,0
08:06:58,60.99,222.08,3.66,19.95,2,3.14,0
14:15:27,176.5,211.21,4.62,16.62,2,0.23,0
06:14:11,175.31,238.02,7.407090594264717,26.09,0,4.36,1
16:56:05,152.07,218.59,1.25,22.18,0,3.67,0
14:03:03,145.95,210.27,1.48,18.35,0,3.26,0
08:17:13,109.33,234.83,3.31,16.94,2,3.92,0
15:02:56,95.46,211.88,0.86,10.05,2,4.16,0
21:25:03,116.14,234.14,3.93,13.99,2,2.27,0
11:37:58,175.24,234.93,0.12,14.46,1,2.12,0
02:17:30,57.07,217.82,1.29,14.29,0,1.98,0
07:25:57,171.95,217.32,6.091998216598546,21.15,2,4.09,1
14:21:40,83.54,236.75,4.16,22.43,1,0.47,0
14:01:12,52.42,215.48,0.98,12.72,0,1.31,0
10:09:05,100.68,232.63,3.55,12.09,2,4.89,0
01:02:41,162.82,214.9,3.3288596814169864,11.75,2,3.66,1
09:42:55,60.95,222.65,3.54,16.09,1,2.41,0
22:59:25,78.9,222.87,1.79,18.68,1,2.33,0
15:50:34,102.61,216.4,4.46,27.16,1,1.5,0
10:41:50,95.86,211.3,0.52,21.43,1,2.65,0
14:34:05,114.57,215.8,4.3,11.87,0,4.15,0
21:02:07,175.5,227.13,3.15,17.16,1,4.21,0
17:13:49,89.56,226.79,0.01,28.8,2,4.74,0
11:18:20,156.56,222.7,0.89,19.85,2,3.96,0
12:56:08,140.79,225.82,7.568360208214843,16.26,2,4.3,1
02:01:04,50.36,231.96,4.39,19.69,1,2.27,0
02:29:28,170.82,236.54,4.87,16.91,1,2.97,0
10:53:25,173.44,225.96,2.31,21.44,0,1.78,0
11:31:36,78.81,212.0,3.05,17.58,2,4.41,0
13:08:27,83.44,219.32,4.85,21.13,1,1.73,0
05:45:40,153.04,215.86,0.05,29.53,1,4.49,0
15:37:53,95.03,224.5,2.44,27.38,2,2.99,0
01:33:48,137.54,236.87,4.48,17.47,1,2.24,0
00:21:57,71.23,230.02,3.18,25.2,0,3.48,0
11:39:29,82.57,218.74,0.83,28.42,2,2.61,0
12:25:00,196.42,223.48,2.76,25.79,2,3.99,0
01:40:48,84.67,218.65,0.49,26.11,2,3.97,0
03:15:35,62.19,217.72,2.25,20.84,2,2.61,0
04:37:28,197.46,232.92,0.57,15.87,0,1.73,0
11:35:36,98.4,233.4,4.33,10.74,2,3.03,0
20:34:45,145.02,232.12,3.47,27.55,2,0.39,0
03:01:07,108.26,233.46,4.23,15.3,1,2.93,0
14:40:06,77.11,235.53,3.65,14.44,0,3.12,0
13:49:50,173.53,214.51,3.05,10.13,0,4.11,0
01:12:43,85.21,231.63,3.01,11.0,0,0.92,0
00:42:34,90.16,236.6,2.4,28.27,2,0.24,0
22:52:36,50.98,238.45,3.62,25.67,2,4.58,0
22:02:40,197.68,212.93,0.79,13.77,2,4.09,0
02:56:34,60.13,224.37,1.1,10.03,1,4.07,0
03:53:07,195.41,238.92,1.5,26.58,0,3.39,0
10:46:24,170.01,235.39,4.9,13.03,1,3.85,0
23:18:35,160.12,218.63,1.96,13.54,1,4.57,0
02:25:24,181.9,228.42,2.56,14.66,0,3.95,0
19:21:31,51.23,223.88,4.3,22.37,0,3.18,0
17:41:13,60.61,218.6,3.37,10.99,2,1.65,0
07:38:12,103.09,224.96,1.81,19.08,0,2.73,0
14:11:24,73.47,221.52,1.89,27.67,0,0.17,0
18:05:11,97.34,213.33,2.82,13.19,1,4.65,0
05:13:29,114.74,237.59,1.03,23.88,0,3.24,0
21:22:45,81.21,220.91,3.07,20.24,1,3.18,0
12:40:23,149.28,213.7,1.57,24.97,0,3.25,0
20:14:04,149.99,234.59,2.93,24.18,0,0.45,0
20:40:43,157.3,228.43,1.66,23.71,1,3.23,0
23:58:13,184.85,215.19,2.02,15.56,2,4.82,0
04:11:23,106.71,231.26,2.99,10.86,1,1.92,0
19:45:34,108.5,239.69,4.06,27.13,2,1.57,0
22:20:03,99.36,225.47,3.16,24.57,1,4.1,0
14:51:10,180.98,210.74,3.98,22.22,2,2.66,0
08:20:16,144.27,236.46,2.73,13.24,0,2.18,0
19:29:12,188.67,234.43,1.02,24.28,1,1.28,0
21:20:55,102.28,224.07,2.2,10.59,2,3.87,0
03:46:48,176.96,225.93,0.86,14.96,1,0.63,0
03:56:35,75.43,236.29,2.4,12.22,1,1.27,0
05:00:40,62.67,231.0,0.29,18.87,0,4.5,0
09:20:06,165.27,220.04,2.76,13.31,2,4.78,0
22:35:50,156.3,221.23,1.59,14.77,2,3.93,0
15:19:07,115.19,219.91,4.53,13.0,0,1.32,0
13:27:14,101.71,217.8,2.93,22.02,0,0.27,0
10:54:59,71.68,215.96,0.35,12.5,2,1.2,0
17:31:54,101.84,233.74,5.064722778911222,23.4,2,0.29,1
12:26:17,169.21,228.14,1.01,16.61,2,4.03,0
15:51:48,114.8,217.66,4.66,22.75,2,4.03,0
19:58:33,53.68,220.18,2.29,21.75,2,0.95,0
23:38:31,124.69,230.57,1.73,23.83,2,1.95,0
22:01:31,134.04,237.37,0.84,20.6,1,1.91,0
02:32:48,194.95,233.78,3.79,14.08,1,1.19,0
19:20:16,69.95,237.56,0.17,11.9,2,4.19,0
09:36:25,123.91,238.18,2.31,28.52,0,1.2,0
03:54:31,142.47,239.83,1.88,10.03,2,0.32,0
05:35:45,178.71,224.05,3.38,10.67,0,0.69,0
06:25:47,177.71,219.39,1.67,23.26,0,2.96,0
16:42:06,62.33,232.97,3.09,27.11,1,2.68,0
21:05:23,182.1,224.92,0.9,12.92,1,1.28,0
03:59:36,186.31,225.64,4.02,20.14,2,3.05,0
01:09:54,141.52,210.94,2.23,27.28,0,2.45,0
14:09:16,55.12,224.5,1.05,11.17,0,3.26,0
06:58:57,197.78,232.49,1.27,19.87,2,0.25,0
00:48:08,191.38,212.6,1.39,24.83,1,2.7,0
06:23:09,192.39,221.68,0.02,10.39,1,2.82,0
23:22:36,162.82,233.72,4.56,14.58,1,3.69,0
19:42:34,174.06,235.09,5.852457804305432,22.52,2,2.76,1
17:51:30,92.3,230.5,3.55,13.92,0,2.22,0
06:20:28,113.32,232.47,3.33,19.52,1,3.26,0
23:11:13,89.43,216.97,1.2,10.59,0,3.46,0
13:29:49,197.88,219.27,4.65,22.13,0,1.12,0
09:58:09,73.58,235.06,0.85,19.63,1,2.49,0
08:21:38,120.81,218.64,1.27,24.66,0,1.38,0
02:57:43,92.3,221.74,1.43,20.74,0,4.02,0
14:48:50,181.63,231.68,2.42,29.16,2,2.82,0
12:17:04,121.78,235.7,0.92,13.16,0,3.91,0
02:13:18,180.59,212.18,3.82,18.49,2,3.52,0
03:00:46,70.25,239.19,4.41,18.12,2,4.47,0
03:33:36,184.24,223.84,6.930000038936803,29.54,2,1.09,1
04:48:33,99.67,224.67,0.46,12.81,2,4.86,0
11:20:51,160.6,236.25,4.86,17.56,1,3.44,0
16:41:46,77.6,226.55,1.05,13.21,1,0.49,0
13:29:24,136.96,238.5,0.61,20.05,1,3.44,0
11:42:56,124.38,237.35,0.83,10.48,0,1.92,0
02:14:36,133.32,217.64,0.84,26.1,0,0.94,0
11:40:44,160.15,234.68,3.25,25.81,2,0.44,0
13:08:58,165.92,232.23,3.52,23.8,2,2.58,0
01:32:11,133.34,230.16,0.82,11.75,0,4.1,0
14:52:44,136.63,217.06,4.0,28.6,1,3.96,0
23:58:17,88.87,227.55,2.02,27.32,2,1.13,0
00:43:56,199.52,220.78,2.58,12.65,0,2.9,0
13:51:31,194.19,232.48,1.22,18.85,2,2.13,0
03:16:36,64.69,236.58,1.91,19.89,1,1.46,0
13:38:44,72.86,237.06,0.19,18.0,2,3.65,0
14:57:00,96.33,223.38,2.82,29.9,1,3.79,0
05:46:11,195.07,230.79,1.35,15.75,1,4.11,0
05:56:45,160.43,221.03,2.68,10.11,0,2.67,0
00:16:04,138.56,236.24,1.05,26.5,2,3.59,0
21:47:24,149.9,221.83,1.84,24.07,2,4.95,0
01:01:56,110.8,237.56,2.93,27.36,1,1.09,0
20:22:28,164.33,235.05,4.16,25.69,2,1.52,0
14:29:32,147.54,216.13,3.46,15.82,2,1.01,0
22:33:31,162.09,220.89,2.85,14.0,2,3.07,0
15:35:30,81.2,215.01,1.93,25.8,2,0.88,0
20:40:04,67.55,210.95,2.08,15.64,0,1.46,0
16:11:09,197.29,215.82,2.29,29.73,1,0.15,0
09:29:04,114.2,238.96,1.41,29.63,0,4.1,0
09:01:37,90.12,233.73,0.25,20.96,2,1.79,0
00:32:05,114.04,224.19,2.51,23.13,0,3.48,0
09:02:05,121.65,230.05,3.25,29.06,0,1.91,0
10:25:21,144.17,236.64,5.670725859090341,19.55,2,4.61,1
00:47:21,169.94,238.07,2.86,12.18,1,4.11,0
00:43:12,172.67,213.45,5.563883497372995,19.74,2,4.24,1
19:20:52,113.94,228.14,2.59,29.1,2,4.8,0
03:03:59,62.24,218.94,0.04,18.36,0,3.31,0
03:13:17,120.69,212.02,0.98,13.47,1,2.56,0
13:36:42,151.65,219.49,0.65,25.97,2,4.29,0
15:35:26,91.47,222.62,0.41,14.55,1,3.84,0
14:20:42,104.78,228.14,4.73,24.47,0,2.27,0
01:22:28,105.03,215.72,3.78,12.25,0,0.31,0
05:34:22,65.72,217.29,3.14,27.23,1,4.96,0
09:08:53,159.72,214.38,1.39,12.64,2,0.58,0
02:54:11,155.9,223.63,0.91,29.64,1,3.96,0
16:38:30,136.78,231.06,0.78,29.24,2,4.98,0
22:19:14,147.27,230.05,3.52,23.32,0,2.19,0
08:32:52,131.1,218.48,6.590114458461692,18.72,0,1.44,1
21:44:20,111.45,226.55,0.78,19.5,0,3.81,0
22:27:03,116.68,226.73,3.51,17.78,1,1.77,0
03:46:40,62.86,227.47,6.317010628895581,21.63,2,1.42,1
14:27:54,73.92,211.41,2.13,13.21,1,3.45,0
11:08:56,185.97,238.74,4.53,25.71,2,0.45,0
09:00:01,134.5,238.85,4.46,20.12,1,3.05,0
18:35:09,111.98,213.97,4.34,20.99,0,2.13,0
14:10:33,60.27,229.96,2.0,15.07,0,4.38,0
09:53:26,77.54,225.45,3.98,26.98,0,4.09,0
00:31:50,184.49,214.27,4.7,10.22,0,1.28,0
00:59:16,142.09,211.41,2.97,25.49,1,3.01,0
07:03:50,173.99,217.96,0.39,24.42,1,4.14,0
21:42:38,120.8,214.43,0.93,27.66,2,0.58,0
17:47:56,83.64,239.87,2.88,21.72,2,4.22,0
21:31:35,128.65,216.65,2.11,25.1,1,4.36,0
17:58:17,89.48,219.55,2.44,25.83,0,4.36,0
01:50:44,192.53,225.39,6.393838153913395,20.51,2,4.66,1
22:33:34,131.92,210.75,0.99,15.62,1,2.36,0
10:05:30,173.03,224.0,2.81,28.48,1,3.78,0
12:51:09,57.53,215.29,0.19,11.38,1,1.69,0
14:47:32,159.18,217.33,1.96,17.88,2,2.95,0
10:13:11,183.94,239.5,3.02,20.1,0,3.41,0
05:08:50,150.2,225.72,3.68,19.83,0,4.98,0
13:19:13,154.69,228.1,2.73,18.7,0,3.76,0
18:41:03,146.96,236.24,3.66,12.81,2,3.1,0
09:05:02,56.68,221.62,2.06,27.1,2,0.9,0
13:06:30,146.53,215.77,4.74,20.59,0,3.54,0
14:32:30,146.98,219.11,4.51,22.54,2,2.55,0
10:02:01,145.88,222.1,4.422018663038788,22.23,2,4.16,1
12:01:29,72.01,219.18,4.91,12.22,0,0.8,0
07:51:44,144.64,221.97,4.6281270002439925,15.83,2,4.3,1
07:11:59,146.45,212.57,4.41,20.69,1,2.47,0
01:04:58,190.11,210.27,2.78,25.82,2,0.32,0
16:39:38,107.26,223.21,1.73,23.08,1,0.06,0
04:37:25,182.03,219.02,4.36,19.09,2,3.88,0
13:12:54,173.87,219.04,3.2,22.15,0,2.38,0
03:56:19,120.44,219.16,1.55,20.96,1,0.16,0
18:52:35,190.05,229.5,2.22,11.24,2,3.15,0
07:34:29,52.66,230.4,0.36,23.12,2,2.03,0
14:50:15,149.39,214.15,0.59,14.95,2,2.06,0
07:04:44,87.95,212.46,1.63,24.12,0,2.92,0
11:15:55,194.5,223.08,5.514927806199679,23.87,2,2.06,1
14:29:28,191.94,224.98,2.49,25.5,2,3.78,0
15:45:02,127.43,211.94,4.9,17.55,2,1.58,0
10:52:12,197.23,236.16,1.65,16.17,1,3.6,0
19:41:00,163.33,237.1,2.5,25.07,1,3.98,0
12:27:31,191.96,231.39,4.46,11.9,0,0.63,0
04:57:00,73.75,214.34,0.44,12.45,1,4.98,0
08:36:18,90.83,224.34,4.11,12.37,0,1.59,0
18:23:56,73.89,211.88,9.406040399397131,27.17,2,4.4,1
10:25:46,73.19,233.55,3.64,28.51,0,1.1,0
17:02:21,112.11,218.85,1.29,23.05,2,0.82,0
16:15:21,119.72,229.4,0.65,15.14,1,4.84,0
21:21:16,169.31,230.31,4.28,10.28,1,0.03,0
17:55:26,119.67,239.77,1.15,22.94,1,4.02,0
04:34:00,180.9,219.19,0.97,14.52,1,3.33,0
14:30:31,128.35,227.97,0.1,17.82,2,1.55,0
14:09:54,98.42,239.01,2.43,19.48,1,3.15,0
05:19:32,122.67,220.67,5.469307958947263,22.61,2,3.74,1
01:05:20,50.45,212.0,4.5,22.62,2,4.79,0
03:16:59,114.63,222.5,1.72,12.86,1,1.89,0
11:44:55,52.2,225.28,4.24,16.42,2,0.47,0
07:56:25,196.06,213.87,2.64,26.18,1,1.26,0
04:26:09,176.22,226.71,1.66,27.31,2,3.11,0
03:14:14,142.31,225.12,1.37,16.1,2,0.44,0
03:18:21,77.64,225.66,2.54,26.68,2,3.05,0
15:31:05,187.55,228.84,0.13,17.63,1,3.5,0
18:51:21,121.27,222.58,3.36,15.71,1,4.54,0
11:23:14,111.97,228.94,9.488162764748306,25.71,2,2.66,1
04:09:12,134.07,223.25,4.37,10.54,2,2.04,0
18:41:28,101.45,231.42,0.06,23.22,0,1.73,0
00:23:53,64.68,239.41,1.06,16.98,1,1.04,0
12:03:32,149.3,233.48,4.3,16.22,2,2.62,0
10:15:36,160.15,224.3,2.14,19.11,1,1.86,0
22:48:11,136.78,221.08,0.07,12.43,0,0.4,0
14:45:15,51.53,231.67,4.78,10.22,1,0.56,0
21:59:11,179.1,230.66,2.02,29.86,2,2.87,0
12:49:49,113.07,234.42,4.18,14.27,2,2.11,0
22:57:53,158.15,224.98,4.28,21.43,1,3.15,0
20:00:51,168.05,213.67,2.92,11.71,1,1.3,0
11:38:41,81.89,227.01,4.22,12.66,0,3.84,0
17:46:43,71.46,215.69,4.58,10.19,2,0.99,0
21:20:01,143.74,236.03,1.49,20.93,2,1.86,0
16:29:08,56.04,234.63,3.17,10.04,0,1.25,0
19:35:39,96.35,234.35,3.8,17.92,1,0.79,0
14:15:07,107.9,234.3,2.26,12.32,2,0.19,0
00:38:47,100.0,214.45,3.73,15.58,2,4.39,0
08:14:23,142.6,221.81,3.05,15.9,2,0.71,0
19:38:26,194.63,226.89,0.04,16.21,1,0.8,0
21:03:25,88.73,211.67,1.23,23.66,1,4.1,0
13:46:49,102.11,225.67,0.21,11.82,2,2.76,0
11:52:41,176.09,212.64,2.09,29.41,1,3.69,0
08:20:51,123.51,217.1,3.34,14.69,2,3.01,0
09:23:40,103.67,217.54,3.48,29.3,0,4.35,0
18:53:59,63.03,223.63,3.47,21.25,0,3.63,0
04:56:58,128.15,234.63,3.33,21.04,1,4.73,0
19:34:14,69.54,239.79,0.77,19.6,1,1.16,0
06:51:37,90.79,228.95,0.17,28.81,2,1.4,0
18:32:43,90.88,235.91,3.82,23.43,2,0.73,0
10:53:40,165.44,220.82,4.97,23.42,2,4.18,0
14:16:26,160.07,227.83,6.616569421973376,21.95,0,0.26,1
03:33:18,82.74,210.37,4.704991573496992,10.61,0,1.19,1
08:10:00,72.71,212.46,4.85,29.94,2,3.19,0
13:16:50,66.28,234.65,2.7,13.64,1,2.88,0
06:21:25,55.91,239.17,4.13,15.22,0,2.09,0
05:54:58,109.29,235.84,1.77,10.96,2,1.07,0
16:39:27,82.34,238.48,4.62,16.01,1,0.01,0
00:57:47,163.83,222.85,2.24,25.79,0,3.81,0
06:45:16,58.93,214.95,2.01,17.07,2,4.48,0
17:17:02,131.84,228.81,3.44,20.63,0,3.85,0
22:10:15,167.47,220.54,0.42,29.73,1,3.21,0
06:06:25,156.34,232.7,3.06,19.42,1,4.92,0
14:31:43,159.15,235.38,6.438383971336759,28.1,2,3.66,1
23:21:55,63.04,228.52,1.68,23.38,2,2.84,0
13:47:20,66.68,225.9,5.703486502798305,25.53,2,2.51,1
03:23:14,165.88,222.42,3.93,17.76,1,3.32,0
11:24:41,135.11,219.0,2.26,26.61,0,4.56,0
18:20:53,80.79,223.69,2.17,19.78,1,4.88,0
11:49:20,163.77,212.23,1.21,25.39,1,1.85,0
14:25:43,186.62,225.53,0.01,23.98,1,2.57,0
06:42:13,97.56,210.61,0.99,13.23,0,2.91,0
01:36:33,165.43,217.04,3.49,28.0,0,3.11,0
07:08:52,166.35,216.13,0.37,17.31,2,3.55,0
02:24:31,152.91,238.65,3.15,18.23,0,3.99,0
